Positive	Negative	Text
2	-2	### What changes were proposed in this pull request?This feature parity improvement and to add **level** param to df.printSchema for Python API (PySpark & Connect)## Connect APIExamples:```root@f53642e9adb0:/home/spark# bin/pyspark --remote \"local[*]\"Python 3.9.5 (default, Nov 23 2021, 15:27:38) [GCC 9.3.0] on linuxType \"help\ \"copyright\ \"credits\" or \"license\" for more information.Setting default log level to \"WARN\".To adjust logging level use sc.setLogLevel(newLevel). For SparkR, use setLogLevel(newLevel).23/04/23 13:31:58 WARN NativeCodeLoader: Unable to load native-hadoop library for your platform... using builtin-java classes where applicableWelcome to      ____              __     / __/__  ___ _____/ /__    _\\ \\/ _ \\/ _ `/ __/  '_/   /__ / .__/\\_,_/_/ /_/\\_\\   version 3.5.0.dev0      /_/Using Python version 3.9.5 (default, Nov 23 2021 15:27:38)Client connected to the Spark Connect server at localhostSparkSession available as 'spark'.>>> df = spark.createDataFrame([(1, (2,2))], [\"a\ \"b\"])>>> df.printSchema(1)root |-- a: long (nullable = true) |-- b: struct (nullable = true)>>> df.printSchema(2)root |-- a: long (nullable = true) |-- b: struct (nullable = true) |    |-- _1: long (nullable = true) |    |-- _2: long (nullable = true)>>> df.printSchema(3)root |-- a: long (nullable = true) |-- b: struct (nullable = true) |    |-- _1: long (nullable = true) |    |-- _2: long (nullable = true) >>> df.printSchema()root |-- a: long (nullable = true) |-- b: struct (nullable = true) |    |-- _1: long (nullable = true) |    |-- _2: long (nullable = true)```## PySpark```root@f53642e9adb0:/home/spark# bin/pyspark                    Python 3.9.5 (default, Nov 23 2021, 15:27:38) [GCC 9.3.0] on linuxType \"help\ \"copyright\ \"credits\" or \"license\" for more information.Setting default log level to \"WARN\".To adjust logging level use sc.setLogLevel(newLevel). For SparkR, use setLogLevel(newLevel).23/04/23 13:36:42 WARN NativeCodeLoader: Unable to load native-hadoop library for your platform... using builtin-java classes where applicableWelcome to      ____              __     / __/__  ___ _____/ /__    _\\ \\/ _ \\/ _ `/ __/  '_/   /__ / .__/\\_,_/_/ /_/\\_\\   version 3.5.0-SNAPSHOT      /_/Using Python version 3.9.5 (default, Nov 23 2021 15:27:38)Spark context Web UI available at http://localhost:4040Spark context available as 'sc' (master = local[*], app id = local-1682257002957).SparkSession available as 'spark'.>>> df = spark.createDataFrame([(1, (2,2))], [\"a\ \"b\"])>>> df.printSchema(1)root |-- a: long (nullable = true) |-- b: struct (nullable = true)>>> df.printSchema(2)root |-- a: long (nullable = true) |-- b: struct (nullable = true) |    |-- _1: long (nullable = true) |    |-- _2: long (nullable = true)>>> df.printSchema(3)root |-- a: long (nullable = true) |-- b: struct (nullable = true) |    |-- _1: long (nullable = true) |    |-- _2: long (nullable = true)>>> df.printSchema(0)root |-- a: long (nullable = true) |-- b: struct (nullable = true) |    |-- _1: long (nullable = true) |    |-- _2: long (nullable = true)```### Why are the changes needed?Feature parity### Does this PR introduce _any_ user-facing change?Yes### How was this patch tested?Existing and new test cases
3	-3	### What changes were proposed in this pull request?This is a back-port of #40766 and #40881.In `JoinCodegenSupport#getJoinCondition`, evaluate any referenced stream-side variables before using them in the generated code.This patch doesn't evaluate the passed stream-side variables directly, but instead evaluates a copy (`streamVars2`). This is because `SortMergeJoin#codegenFullOuter` will want to evaluate the stream-side vars within a different scope than the condition check, so we mustn't delete the initialization code from the original `ExprCode` instances.### Why are the changes needed?When a bound condition of a full outer join references the same stream-side column more than once, wholestage codegen generates bad code.For example, the following query fails with a compilation error:```create or replace temp view v1 asselect * from values(1, 1),(2, 2),(3, 1)as v1(key, value);create or replace temp view v2 asselect * from values(1, 22, 22),(3, -1, -1),(7, null, null)as v2(a, b, c);select *from v1full outer join v2on key = aand value > band value > c;```The error is:```org.codehaus.commons.compiler.CompileException: File 'generated.java', Line 277, Column 9: Redefinition of local variable \"smj_isNull_7\"```The same error occurs with code generated from ShuffleHashJoinExec:```select /*+ SHUFFLE_HASH(v2) */ *from v1full outer join v2on key = aand value > band value > c;```In this case, the error is:```org.codehaus.commons.compiler.CompileException: File 'generated.java', Line 174, Column 5: Redefinition of local variable \"shj_value_1\"```Neither `SortMergeJoin#codegenFullOuter` nor `ShuffledHashJoinExec#doProduce` evaluate the stream-side variables before calling `consumeFullOuterJoinRow#getJoinCondition`. As a result, `getJoinCondition` generates definition/initialization code for each referenced stream-side variable at the point of use. If a stream-side variable is used more than once in the bound condition, the definition/initialization code is generated more than once, resulting in the \"Redefinition of local variable\" error.In the end, the query succeeds, since Spark disables wholestage codegen and tries again.(In the case other join-type/strategy pairs, either the implementations don't call `JoinCodegenSupport#getJoinCondition`, or the stream-side variables are pre-evaluated before the call is made, so no error happens in those cases).### Does this PR introduce _any_ user-facing change?No.### How was this patch tested?New unit tests.
3	-2	<!--Thanks for sending a pull request!  Here are some tips for you:  1. If this is your first time, please read our contributor guidelines: https://spark.apache.org/contributing.html  2. Ensure you have added or run the appropriate tests for your PR: https://spark.apache.org/developer-tools.html  3. If the PR is unfinished, add '[WIP]' in your PR title, e.g., '[WIP][SPARK-XXXX] Your PR title ...'.  4. Be sure to keep the PR description updated to reflect all changes.  5. Please write your PR title to summarize what this PR proposes.  6. If possible, provide a concise example to reproduce the issue for a faster review.  7. If you want to add a new configuration, please read the guideline first for naming configurations in     'core/src/main/scala/org/apache/spark/internal/config/ConfigEntry.scala'.  8. If you want to add or modify an error type or message, please read the guideline first in     'core/src/main/resources/error/README.md'.-->### What changes were proposed in this pull request?Add shuffle sort merge join to RDD API. <!--Please clarify what changes you are proposing. The purpose of this section is to outline the changes and how this PR fixes the issue. If possible, please consider writing useful notes for better and faster reviews in your PR. See the examples below.  1. If you refactor some codes with changing classes, showing the class hierarchy will help reviewers.  2. If you fix some SQL features, you can provide some references of other DBMSes.  3. If there is design documentation, please add the link.  4. If there is a discussion in the mailing list, please add the link.-->### Why are the changes needed?Shuffle sort merge join is the default join strategy in Spark SQL and the RDD API should have an equivalent method for users to use depending on workload. <!--Please clarify why the changes are needed. For instance,  1. If you propose a new API, clarify the use case for a new API.  2. If you fix a bug, you can clarify why it is a bug.-->### Does this PR introduce _any_ user-facing change?New methods are exposed to users on RDDs. <!--Note that it means *any* user-facing change including all aspects such as the documentation fix.If yes, please clarify the previous behavior and the change this PR proposes - provide the console output, description and/or an example to show the behavior difference if possible.If possible, please also clarify if this is a user-facing change compared to the released Spark versions or within the unreleased branches such as master.If no, write 'No'.-->### How was this patch tested?Tests are added to PairRDDFunctionsSuite.scala. And all pass. <!--If tests were added, say they were added here. Please make sure to add some test cases that check the changes thoroughly including negative and positive cases if possible.If it was tested in a way different from regular unit tests, please clarify how you tested step by step, ideally copy and paste-able, so that other reviewers can test and check, and descendants can verify in the future.If tests were not added, please describe why they were not added and/or why it was difficult to add.If benchmark tests were added, please run the benchmarks in GitHub Actions for the consistent environment, and the instructions could accord to: https://spark.apache.org/developer-tools.html#github-workflow-benchmarks.-->
3	-2	<!--Thanks for sending a pull request!  Here are some tips for you:  1. If this is your first time, please read our contributor guidelines: https://spark.apache.org/contributing.html  2. Ensure you have added or run the appropriate tests for your PR: https://spark.apache.org/developer-tools.html  3. If the PR is unfinished, add '[WIP]' in your PR title, e.g., '[WIP][SPARK-XXXX] Your PR title ...'.  4. Be sure to keep the PR description updated to reflect all changes.  5. Please write your PR title to summarize what this PR proposes.  6. If possible, provide a concise example to reproduce the issue for a faster review.  7. If you want to add a new configuration, please read the guideline first for naming configurations in     'core/src/main/scala/org/apache/spark/internal/config/ConfigEntry.scala'.  8. If you want to add or modify an error type or message, please read the guideline first in     'core/src/main/resources/error/README.md'.-->### What changes were proposed in this pull request?<!--Please clarify what changes you are proposing. The purpose of this section is to outline the changes and how this PR fixes the issue. If possible, please consider writing useful notes for better and faster reviews in your PR. See the examples below.  1. If you refactor some codes with changing classes, showing the class hierarchy will help reviewers.  2. If you fix some SQL features, you can provide some references of other DBMSes.  3. If there is design documentation, please add the link.  4. If there is a discussion in the mailing list, please add the link.-->This PR extends `ResolveRowLevelCommandAssignments` to also cover MERGE assignments.### Why are the changes needed?<!--Please clarify why the changes are needed. For instance,  1. If you propose a new API, clarify the use case for a new API.  2. If you fix a bug, you can clarify why it is a bug.-->Similar to SPARK-42151, these changes are needed so that we can rewrite MERGE statements into executable plans for tables that support row-level operations. In particular, our row-level mutation framework assumes Spark is responsible for building an updated version of each affected row and that row is passed back to the data source.### Does this PR introduce _any_ user-facing change?<!--Note that it means *any* user-facing change including all aspects such as the documentation fix.If yes, please clarify the previous behavior and the change this PR proposes - provide the console output, description and/or an example to show the behavior difference if possible.If possible, please also clarify if this is a user-facing change compared to the released Spark versions or within the unreleased branches such as master.If no, write 'No'.-->No.### How was this patch tested?<!--If tests were added, say they were added here. Please make sure to add some test cases that check the changes thoroughly including negative and positive cases if possible.If it was tested in a way different from regular unit tests, please clarify how you tested step by step, ideally copy and paste-able, so that other reviewers can test and check, and descendants can verify in the future.If tests were not added, please describe why they were not added and/or why it was difficult to add.If benchmark tests were added, please run the benchmarks in GitHub Actions for the consistent environment, and the instructions could accord to: https://spark.apache.org/developer-tools.html#github-workflow-benchmarks.-->This PR comes with tests.
3	-2	<!--Thanks for sending a pull request!  Here are some tips for you:  1. If this is your first time, please read our contributor guidelines: https://spark.apache.org/contributing.html  2. Ensure you have added or run the appropriate tests for your PR: https://spark.apache.org/developer-tools.html  3. If the PR is unfinished, add '[WIP]' in your PR title, e.g., '[WIP][SPARK-XXXX] Your PR title ...'.  4. Be sure to keep the PR description updated to reflect all changes.  5. Please write your PR title to summarize what this PR proposes.  6. If possible, provide a concise example to reproduce the issue for a faster review.  7. If you want to add a new configuration, please read the guideline first for naming configurations in     'core/src/main/scala/org/apache/spark/internal/config/ConfigEntry.scala'.  8. If you want to add or modify an error type or message, please read the guideline first in     'core/src/main/resources/error/README.md'.-->### What changes were proposed in this pull request?<!--Please clarify what changes you are proposing. The purpose of this section is to outline the changes and how this PR fixes the issue. If possible, please consider writing useful notes for better and faster reviews in your PR. See the examples below.  1. If you refactor some codes with changing classes, showing the class hierarchy will help reviewers.  2. If you fix some SQL features, you can provide some references of other DBMSes.  3. If there is design documentation, please add the link.  4. If there is a discussion in the mailing list, please add the link.-->Remove unnecessary serialize/deserialize of `Path` on parallel gather partition stats.### Why are the changes needed?<!--Please clarify why the changes are needed. For instance,  1. If you propose a new API, clarify the use case for a new API.  2. If you fix a bug, you can clarify why it is a bug.-->Simplify code, since `Path` is serializable in Hadoop3.### Does this PR introduce _any_ user-facing change?<!--Note that it means *any* user-facing change including all aspects such as the documentation fix.If yes, please clarify the previous behavior and the change this PR proposes - provide the console output, description and/or an example to show the behavior difference if possible.If possible, please also clarify if this is a user-facing change compared to the released Spark versions or within the unreleased branches such as master.If no, write 'No'.-->No.### How was this patch tested?<!--If tests were added, say they were added here. Please make sure to add some test cases that check the changes thoroughly including negative and positive cases if possible.If it was tested in a way different from regular unit tests, please clarify how you tested step by step, ideally copy and paste-able, so that other reviewers can test and check, and descendants can verify in the future.If tests were not added, please describe why they were not added and/or why it was difficult to add.If benchmark tests were added, please run the benchmarks in GitHub Actions for the consistent environment, and the instructions could accord to: https://spark.apache.org/developer-tools.html#github-workflow-benchmarks.-->Pass GA.
1	-2	### What changes were proposed in this pull request?A minor bugfix in `ShuffleBlockFetcherIterator.diagnose`, which not handle type ShuffleBlockBatchId properly### Why are the changes needed?`.diagnose()` is used in exception handling try-catch block, throw new exception due to type mismatch (in this case, `ShuffleBlockBatchId`) will swallow original exception stack### Does this PR introduce _any_ user-facing change?No### How was this patch tested?Existing tests
3	-3	<!--Thanks for sending a pull request!  Here are some tips for you:  1. If this is your first time, please read our contributor guidelines: https://spark.apache.org/contributing.html  2. Ensure you have added or run the appropriate tests for your PR: https://spark.apache.org/developer-tools.html  3. If the PR is unfinished, add '[WIP]' in your PR title, e.g., '[WIP][SPARK-XXXX] Your PR title ...'.  4. Be sure to keep the PR description updated to reflect all changes.  5. Please write your PR title to summarize what this PR proposes.  6. If possible, provide a concise example to reproduce the issue for a faster review.  7. If you want to add a new configuration, please read the guideline first for naming configurations in     'core/src/main/scala/org/apache/spark/internal/config/ConfigEntry.scala'.  8. If you want to add or modify an error type or message, please read the guideline first in     'core/src/main/resources/error/README.md'.-->### What changes were proposed in this pull request?<!--Please clarify what changes you are proposing. The purpose of this section is to outline the changes and how this PR fixes the issue. If possible, please consider writing useful notes for better and faster reviews in your PR. See the examples below.  1. If you refactor some codes with changing classes, showing the class hierarchy will help reviewers.  2. If you fix some SQL features, you can provide some references of other DBMSes.  3. If there is design documentation, please add the link.  4. If there is a discussion in the mailing list, please add the link.-->This is a followup of https://github.com/apache/spark/pull/40699 to avoid changing the Cast behavior. It pulls out the cast-to-string code into a base trait, and add a new Expression `ToPrettyString` to extend this trait with a little customization.It also handles binary value inside array/struct/map to also print hex format, for `df.show` only, not `Cast`.### Why are the changes needed?<!--Please clarify why the changes are needed. For instance,  1. If you propose a new API, clarify the use case for a new API.  3. If you fix a bug, you can clarify why it is a bug.-->avoid behavior change### Does this PR introduce _any_ user-facing change?<!--Note that it means *any* user-facing change including all aspects such as the documentation fix.If yes, please clarify the previous behavior and the change this PR proposes - provide the console output, description and/or an example to show the behavior difference if possible.If possible, please also clarify if this is a user-facing change compared to the released Spark versions or within the unreleased branches such as master.If no, write 'No'.-->change back the behavior of casting array/map/struct to string regarding null elements. It was `null`, then changed to `NULL` in #40699 , and is `null` again after this PR.### How was this patch tested?<!--If tests were added, say they were added here. Please make sure to add some test cases that check the changes thoroughly including negative and positive cases if possible.If it was tested in a way different from regular unit tests, please clarify how you tested step by step, ideally copy and paste-able, so that other reviewers can test and check, and descendants can verify in the future.If tests were not added, please describe why they were not added and/or why it was difficult to add.If benchmark tests were added, please run the benchmarks in GitHub Actions for the consistent environment, and the instructions could accord to: https://spark.apache.org/developer-tools.html#github-workflow-benchmarks.-->existing tests
3	-2	### What changes were proposed in this pull request?<!--Please clarify what changes you are proposing. The purpose of this section is to outline the changes and how this PR fixes the issue. If possible, please consider writing useful notes for better and faster reviews in your PR. See the examples below.  1. If you refactor some codes with changing classes, showing the class hierarchy will help reviewers.  2. If you fix some SQL features, you can provide some references of other DBMSes.  3. If there is design documentation, please add the link.  4. If there is a discussion in the mailing list, please add the link.-->This PR proposes to migrate the Spark SQL pandas arrow type errors into error class.### Why are the changes needed?<!--Please clarify why the changes are needed. For instance,  1. If you propose a new API, clarify the use case for a new API.  2. If you fix a bug, you can clarify why it is a bug.-->Leveraging the PySpark error framework.### Does this PR introduce _any_ user-facing change?<!--Note that it means *any* user-facing change including all aspects such as the documentation fix.If yes, please clarify the previous behavior and the change this PR proposes - provide the console output, description and/or an example to show the behavior difference if possible.If possible, please also clarify if this is a user-facing change compared to the released Spark versions or within the unreleased branches such as master.If no, write 'No'.-->No.### How was this patch tested?<!--If tests were added, say they were added here. Please make sure to add some test cases that check the changes thoroughly including negative and positive cases if possible.If it was tested in a way different from regular unit tests, please clarify how you tested step by step, ideally copy and paste-able, so that other reviewers can test and check, and descendants can verify in the future.If tests were not added, please describe why they were not added and/or why it was difficult to add.If benchmark tests were added, please run the benchmarks in GitHub Actions for the consistent environment, and the instructions could accord to: https://spark.apache.org/developer-tools.html#github-workflow-benchmarks.-->The existing CI should pass
2	-2	### What changes were proposed in this pull request?The main change of this pr as follows:1. Like `dev/mima`, use `GenerateMIMAIgnore` to generate `.generated-mima-member-excludes` and `.generated-mima-class-excludes`2. Make `CheckConnectJvmClientCompatibility` use `.generated-mima-member-excludes` and `.generated-mima-class-excludes` as default `ProblemFilters` to excludes `privateClasses` and `privateMembers` from mima check result.3. Ignore the `ProblemFilters` add by https://github.com/apache/spark/pull/40898### Why are the changes needed?Ignore privateClasses and privateMembers from connect mima check as default### Does this PR introduce _any_ user-facing change?No### How was this patch tested?`CheckConnectJvmClientCompatibility` should pass
2	-2	### What changes were proposed in this pull request?This PR proposes to migrate `TypeError` from Spark SQL types into error class.### Why are the changes needed?To improve PySpark error### Does this PR introduce _any_ user-facing change?No API change, only error improvement.### How was this patch tested?The existing CI should pass
3	-2	<!--Thanks for sending a pull request!  Here are some tips for you:  1. If this is your first time, please read our contributor guidelines: https://spark.apache.org/contributing.html  2. Ensure you have added or run the appropriate tests for your PR: https://spark.apache.org/developer-tools.html  3. If the PR is unfinished, add '[WIP]' in your PR title, e.g., '[WIP][SPARK-XXXX] Your PR title ...'.  4. Be sure to keep the PR description updated to reflect all changes.  5. Please write your PR title to summarize what this PR proposes.  6. If possible, provide a concise example to reproduce the issue for a faster review.  7. If you want to add a new configuration, please read the guideline first for naming configurations in     'core/src/main/scala/org/apache/spark/internal/config/ConfigEntry.scala'.  8. If you want to add or modify an error type or message, please read the guideline first in     'core/src/main/resources/error/README.md'.-->### What changes were proposed in this pull request?<!--Please clarify what changes you are proposing. The purpose of this section is to outline the changes and how this PR fixes the issue. If possible, please consider writing useful notes for better and faster reviews in your PR. See the examples below.  1. If you refactor some codes with changing classes, showing the class hierarchy will help reviewers.  2. If you fix some SQL features, you can provide some references of other DBMSes.  3. If there is design documentation, please add the link.  4. If there is a discussion in the mailing list, please add the link.-->This is follow-up for https://github.com/apache/spark/pull/39991 to remove unused exception.### Why are the changes needed?<!--Please clarify why the changes are needed. For instance,  1. If you propose a new API, clarify the use case for a new API.  2. If you fix a bug, you can clarify why it is a bug.-->`PySparkTypeError` never raises because we checked the type already in the codes above `if type(startPos) != type(length):` and raise `PySparkTypeError` for unsupported type for `length`.### Does this PR introduce _any_ user-facing change?<!--Note that it means *any* user-facing change including all aspects such as the documentation fix.If yes, please clarify the previous behavior and the change this PR proposes - provide the console output, description and/or an example to show the behavior difference if possible.If possible, please also clarify if this is a user-facing change compared to the released Spark versions or within the unreleased branches such as master.If no, write 'No'.-->No. it's minor code cleanup### How was this patch tested?<!--If tests were added, say they were added here. Please make sure to add some test cases that check the changes thoroughly including negative and positive cases if possible.If it was tested in a way different from regular unit tests, please clarify how you tested step by step, ideally copy and paste-able, so that other reviewers can test and check, and descendants can verify in the future.If tests were not added, please describe why they were not added and/or why it was difficult to add.If benchmark tests were added, please run the benchmarks in GitHub Actions for the consistent environment, and the instructions could accord to: https://spark.apache.org/developer-tools.html#github-workflow-benchmarks.-->The existing CI should pass.
2	-2	### What changes were proposed in this pull request?This PR proposes to migrate built-in `TypeError` and `ValueError` from Spark Connect Structured Streaming into PySpark error framework.### Why are the changes needed?To leverage the PySpark error framework for Spark Connect Structured Streaming### Does this PR introduce _any_ user-facing change?No API changes, only error improvements.### How was this patch tested?The existing CI should pass.
3	-2	<!--Thanks for sending a pull request!  Here are some tips for you:  1. If this is your first time, please read our contributor guidelines: https://spark.apache.org/contributing.html  2. Ensure you have added or run the appropriate tests for your PR: https://spark.apache.org/developer-tools.html  3. If the PR is unfinished, add '[WIP]' in your PR title, e.g., '[WIP][SPARK-XXXX] Your PR title ...'.  4. Be sure to keep the PR description updated to reflect all changes.  5. Please write your PR title to summarize what this PR proposes.  6. If possible, provide a concise example to reproduce the issue for a faster review.  7. If you want to add a new configuration, please read the guideline first for naming configurations in     'core/src/main/scala/org/apache/spark/internal/config/ConfigEntry.scala'.  8. If you want to add or modify an error type or message, please read the guideline first in     'core/src/main/resources/error/README.md'.-->### What changes were proposed in this pull request?This PR adds lazy allocation support for the backing array of ColumnVector used in Spark VectorizedReader.  The scope of this change includes:- Simplify `OnHeapColumnVector` to only use a single-byte array for various data types.- Introduced lazy loading to the `data` array, e.g.: allocating the array only on the first write. - Changed `nulls` byte array to use `BitSet` for a smaller memory footprint and faster batch operations.Out of scope of this PR:- Lazy allocation support for `OffHeapColumnVector`.### Why are the changes needed?This PR is added as a memory optimization for addressing the memory utilization issue when reading a Parquet file with large but sparse columns.### Does this PR introduce _any_ user-facing change?<!--Note that it means *any* user-facing change including all aspects such as the documentation fix.If yes, please clarify the previous behavior and the change this PR proposes - provide the console output, description and/or an example to show the behavior difference if possible.If possible, please also clarify if this is a user-facing change compared to the released Spark versions or within the unreleased branches such as master.If no, write 'No'.-->No.### How was this patch tested?Existing tests:* ColumnarBatchSuite* ColumnVectorSuite* ColumnVectorUtilsSuite* ConstantColumnVectorSuiteManual tests:Tested on reading a Parquet file with a large nested struct with an array with 16GB executors. This patch fixed the OutOfMemory exception.
3	-2	<!--Thanks for sending a pull request!  Here are some tips for you:  1. If this is your first time, please read our contributor guidelines: https://spark.apache.org/contributing.html  2. Ensure you have added or run the appropriate tests for your PR: https://spark.apache.org/developer-tools.html  3. If the PR is unfinished, add '[WIP]' in your PR title, e.g., '[WIP][SPARK-XXXX] Your PR title ...'.  4. Be sure to keep the PR description updated to reflect all changes.  5. Please write your PR title to summarize what this PR proposes.  6. If possible, provide a concise example to reproduce the issue for a faster review.  7. If you want to add a new configuration, please read the guideline first for naming configurations in     'core/src/main/scala/org/apache/spark/internal/config/ConfigEntry.scala'.  8. If you want to add or modify an error type or message, please read the guideline first in     'core/src/main/resources/error/README.md'.-->### What changes were proposed in this pull request?Experimental PR in response to https://github.com/apache/spark/pull/40885#discussion_r1174277575, so that reviewers can visualize the difference between the two approaches discussed there. NOT FOR MERGE -- If this approach is chosen, I will update the other PR accordingly. Only the last commit differs from the other PR.### Why are the changes needed?N/A### Does this PR introduce _any_ user-facing change?No### How was this patch tested?N/A
3	-2	<!--Thanks for sending a pull request!  Here are some tips for you:  1. If this is your first time, please read our contributor guidelines: https://spark.apache.org/contributing.html  2. Ensure you have added or run the appropriate tests for your PR: https://spark.apache.org/developer-tools.html  3. If the PR is unfinished, add '[WIP]' in your PR title, e.g., '[WIP][SPARK-XXXX] Your PR title ...'.  4. Be sure to keep the PR description updated to reflect all changes.  5. Please write your PR title to summarize what this PR proposes.  6. If possible, provide a concise example to reproduce the issue for a faster review.  7. If you want to add a new configuration, please read the guideline first for naming configurations in     'core/src/main/scala/org/apache/spark/internal/config/ConfigEntry.scala'.  8. If you want to add or modify an error type or message, please read the guideline first in     'core/src/main/resources/error/README.md'.-->### What changes were proposed in this pull request?<!--Please clarify what changes you are proposing. The purpose of this section is to outline the changes and how this PR fixes the issue. If possible, please consider writing useful notes for better and faster reviews in your PR. See the examples below.  1. If you refactor some codes with changing classes, showing the class hierarchy will help reviewers.  2. If you fix some SQL features, you can provide some references of other DBMSes.  3. If there is design documentation, please add the link.  4. If there is a discussion in the mailing list, please add the link.-->Move Error framework to a common utils module so that we can share it between Spark and Spark Connect without introducing heavy dependencies on Spark Connect module.### Why are the changes needed?<!--Please clarify why the changes are needed. For instance,  1. If you propose a new API, clarify the use case for a new API.  2. If you fix a bug, you can clarify why it is a bug.-->Reduce Dependencies on Spark Connect.### Does this PR introduce _any_ user-facing change?<!--Note that it means *any* user-facing change including all aspects such as the documentation fix.If yes, please clarify the previous behavior and the change this PR proposes - provide the console output, description and/or an example to show the behavior difference if possible.If possible, please also clarify if this is a user-facing change compared to the released Spark versions or within the unreleased branches such as master.If no, write 'No'.-->Error framework is internally API so this should be fine.### How was this patch tested?<!--If tests were added, say they were added here. Please make sure to add some test cases that check the changes thoroughly including negative and positive cases if possible.If it was tested in a way different from regular unit tests, please clarify how you tested step by step, ideally copy and paste-able, so that other reviewers can test and check, and descendants can verify in the future.If tests were not added, please describe why they were not added and/or why it was difficult to add.If benchmark tests were added, please run the benchmarks in GitHub Actions for the consistent environment, and the instructions could accord to: https://spark.apache.org/developer-tools.html#github-workflow-benchmarks.-->Existing UT.
1	-1	### What changes were proposed in this pull request?This PR moves `MergeScalarSubqueries` from `spark-catalyst` to `sparl-sql`### Why are the changes needed?Make  SPARK-40193 / https://github.com/apache/spark/pull/37630 easier.### Does this PR introduce _any_ user-facing change?No.### How was this patch tested?Existing UTs.
2	-2	### What changes were proposed in this pull request?Upgrade FasterXML jackson from 2.14.2 to 2.15.0### Why are the changes needed?Upgrade Snakeyaml to 2.0 (resolves CVE-2022-1471 [CVE-2022-1471 at nist](https://nvd.nist.gov/vuln/detail/CVE-2022-1471)### Does this PR introduce _any_ user-facing change?This PR introduces user-facing changes by implementing streaming read constraints in the JSONOptions class. The constraints limit the size of input constructs, improving security and efficiency when processing input data.Users working with JSON data larger than the following default settings may need to adjust the constraints accordingly:Maximum Number value length: 1000 characters (`DEFAULT_MAX_NUM_LEN`)Maximum String value length: 5,000,000 characters (`DEFAULT_MAX_STRING_LEN`)Maximum Nesting depth: 1000 levels (`DEFAULT_MAX_DEPTH`)Additionally, the maximum magnitude of scale for BigDecimal to BigInteger conversion is set to 100,000 digits (`MAX_BIGINT_SCALE_MAGNITUDE`) and cannot be changed.Users can customize the constraints as needed by providing the corresponding options in the parameters object. If not explicitly specified, default settings will be applied.### How was this patch tested?Pass GA
3	-2	<!--Thanks for sending a pull request!  Here are some tips for you:  1. If this is your first time, please read our contributor guidelines: https://spark.apache.org/contributing.html  2. Ensure you have added or run the appropriate tests for your PR: https://spark.apache.org/developer-tools.html  3. If the PR is unfinished, add '[WIP]' in your PR title, e.g., '[WIP][SPARK-XXXX] Your PR title ...'.  4. Be sure to keep the PR description updated to reflect all changes.  5. Please write your PR title to summarize what this PR proposes.  6. If possible, provide a concise example to reproduce the issue for a faster review.  7. If you want to add a new configuration, please read the guideline first for naming configurations in     'core/src/main/scala/org/apache/spark/internal/config/ConfigEntry.scala'.  8. If you want to add or modify an error type or message, please read the guideline first in     'core/src/main/resources/error/README.md'.-->### What changes were proposed in this pull request?<!--Please clarify what changes you are proposing. The purpose of this section is to outline the changes and how this PR fixes the issue. If possible, please consider writing useful notes for better and faster reviews in your PR. See the examples below.  1. If you refactor some codes with changing classes, showing the class hierarchy will help reviewers.  2. If you fix some SQL features, you can provide some references of other DBMSes.  3. If there is design documentation, please add the link.  4. If there is a discussion in the mailing list, please add the link.-->This PR makes sure each exception affected in PR #40679 has a proper error class when constructed with an explicit message.### Why are the changes needed?<!--Please clarify why the changes are needed. For instance,  1. If you propose a new API, clarify the use case for a new API.  2. If you fix a bug, you can clarify why it is a bug.-->These changes are needed per [this discussion](https://github.com/apache/spark/pull/40679#discussion_r1159264585).### Does this PR introduce _any_ user-facing change?<!--Note that it means *any* user-facing change including all aspects such as the documentation fix.If yes, please clarify the previous behavior and the change this PR proposes - provide the console output, description and/or an example to show the behavior difference if possible.If possible, please also clarify if this is a user-facing change compared to the released Spark versions or within the unreleased branches such as master.If no, write 'No'.-->No.### How was this patch tested?<!--If tests were added, say they were added here. Please make sure to add some test cases that check the changes thoroughly including negative and positive cases if possible.If it was tested in a way different from regular unit tests, please clarify how you tested step by step, ideally copy and paste-able, so that other reviewers can test and check, and descendants can verify in the future.If tests were not added, please describe why they were not added and/or why it was difficult to add.If benchmark tests were added, please run the benchmarks in GitHub Actions for the consistent environment, and the instructions could accord to: https://spark.apache.org/developer-tools.html#github-workflow-benchmarks.-->Existing tests.
